角色ID	名字	模型	简单AI	行为树	思考间隔	视野	追踪距离	备注	放缩比例	受击材质	原形id	原形名	默认姿态	性格类型	无重力	选中圈比例	选中框比例	头像	显示可进行任务标识	称谓	归属名	归属类型	是否纯表现	随机冒泡内容	随机冒泡概率	隐藏距离	屏蔽点击	阵营	是否主动怪	可视类型	地图显示	头顶显示	隐藏名称	不转向	无血条	头顶显示血条	不飘血	非战斗待机动作	循环特效	前端行为树ID	职业	移动速度	锁定镜头	碰撞半径	受击半径	免疫控制	初始状态	五行属性	默认技能	死亡技能	后端动作	等级设置类型	怪物等级	星级	生命修正	攻击修正	防御修正	力量资质	智慧资质	根骨资质	体魄资质	敏捷资质	身法资质	总点数	生命资质	物理攻击资质	法术攻击资质	物理防御资质	法术防御资质	生命值	物理攻击	法术攻击	物理防御	法术防御	治疗强度	护体	护体恢复	生命恢复	暴击率	暴击伤害率	暴击防御率	回避率	命中率	招架率	熟练率	韧劲率	物理穿透	法术穿透	金抗性率	木抗性率	水抗性率	火抗性率	土抗性率	金伤害率	木伤害率	水伤害率	火伤害率	土伤害率	阴伤害率	阳伤害率
9221	异样的采薇	mod_honglianwunv	1					朱雀任务第2部分用		2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame	3261|2			1						2	1	1												4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	28	3	6	0.6	1.2		1.5				0.5	2	1		1	0.5	1.5																															
9222	朱雀祭司	mod_honglianwunv	1					朱雀任务第2部分用		2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame	3271|2			1						2	1	1												4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	28	3	6	0.6	1.2		1.5				0.5	2	1		1	0.5	1.5																															
9223	发狂的流火卫	mod_zhuquechihou	1					朱雀任务第2部分用		2	1040	朱雀斥候	1			1	1	ui_Head_Common_Blame	3281|2			1						2	1	1												5		0	0.1				13100;13101;13102		stand_up|78;dead|65;intro_1|97;wedakness|36	1	29	2	4	0.3	1	1				1		2	1	1		1	1																															
9224	流火剑卫	mod_honglianwunv	1					朱雀任务第2部分用		2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame	3310|2			1						2	1													4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	30	2	4	0.3	1		1.5				0.5	2	1		1	0.5	1.5																															
9225	苍炎	mod_honglianwunv	1							2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame				1						2	1													4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	30	3	6	0.6	1.2		1.5				0.5	2	1		1	0.5	1.5																															
9226	变异的雀巫女	mod_honglianwunv	1					朱雀任务第2部分用		2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame	3336|2			1						2	1													4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	29	3	6	0.6	1.2		1.5				0.5	2	1		1	0.5	1.5																															
9301	魔化火光兽	mod_huoguangshou	1					门派任务用怪		2	1041	火光兽	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	2		1	2	0.3	1		1		1			2	1		1	0	2																															
9302	魔化翼蛇	mod_yishe	1					门派任务用怪		2	1024	翼蛇	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12300;12301		intro_1|59	2		1	2	0.3	1					1	1	2	1		1	1	1																															
9303	魔化人类	mod_mohuarenlei	1					门派任务用怪		2	1021	魔化人类	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13000;13001;13002		stand_up|64;dead|58;intro_1|74;wedakness|36	2		1	2	0.3	1	0.5		1			0.5	2	1.25	0.75		1	1																															
9304	白虎勇士	mod_baihuyongshi	1					门派任务用怪		2	1001	白虎勇士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10700;10702;10701		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1		1				2	1	1		2	0																															
9305	魔化灵怪	mod_yuanhun	1					门派任务用怪		2	1023	冤魂	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12800;12801;12802		stand_up|73;dead|59;intro_1|86;wedakness|33	2		1	2	0.3	1					1	1	2	1		1	1	1																															
9306	斥候兵	mod_suijunshibing	1					门派任务用怪		2	1002	隋军士兵	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10800;10801;10802		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1		1				2	1	1		1	1																															
9307	妖灵	mod_xiannv	1					门派任务用怪		2	1039	仙女	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				14100;14101		stand_up|36;dead|50;intro_1|51;wedakness|39	2		1	2	0.3	1		1.5				0.5	2	1		1	1	1																															
9308	魔化首领	mod_suijunjunguanemo	1					门派任务用怪	1.2	2	2002	恶魔军官	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13700;13701;13702;13703;13704;13705		intro_1|90	2		1	2	0.3	1	1		1				2	1	1		1	1																															
9309	骚扰的士兵	mod_suijunshibing	1					门派任务用怪		2	1002	隋军士兵	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10800;10801;10802		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1		1				2	1	1		1	1																															
9310	蚩尤战士	mod_chiyouzuzhanshi	1					门派任务用怪		2	1042	蚩尤族战士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				13200;13201;13202		stand_up|69;dead|55;intro_1|61;wedakness|40	2		1	2	0.3	1	1			1			2	1.25	1		1.5	0.2																															
9311	变异魔人	mod_mohuarenlei	1					门派任务用怪		2	1021	魔化人类	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13000;13001;13002		stand_up|64;dead|58;intro_1|74;wedakness|36	2		1	2	0.3	1	0.5		1			0.5	2	1.25	0.75		1	1																															
9312	巡逻兵	mod_suijunshibing	1					门派任务用怪		2	1002	隋军士兵	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10800;10801;10802		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1		1				2	1	1		1	1																															
9313	盘旋的翼蛇	mod_yishe	1					门派任务用怪		2	1024	翼蛇	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12300;12301		intro_1|59	2		1	2	0.3	1					1	1	2	1		1	1	1																															
9314	盘旋的火光兽	mod_huoguangshou	1					门派任务用怪		2	1041	火光兽	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	2		1	2	0.3	1		1		1			2	1		1	0	2																															
9360	蚩尤战士	mod_chiyouzuzhanshi	1					神魔录任务用怪		2	1042	蚩尤族战士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				13200;13201;13202		stand_up|69;dead|55;intro_1|61;wedakness|40	2		1	2	0.3	1	1			1			2	1.25	1		1.5	0.2																															
9361	白虎勇士	mod_baihuyongshi	1					神魔录任务用怪		2	1001	白虎勇士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10700;10702;10701		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1		1				2	1	1		2	0																															
9362	白虎刺客	mod_baihuzhanshi	1					神魔录任务用怪		2	1000	白虎监工	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10600;10601;10602		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1.5				0.5		2	1	1		1	1																															
9363	白虎监工	mod_baihuzhanshi	1					神魔录任务用怪		2	1000	白虎监工	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10600;10601;10602		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1.5				0.5		2	1	1		1	1																															
9364	蚩尤甲士	mod_chiyouzujiashi	1					神魔录任务用怪		2	1037	蚩尤甲士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12700;12701;12702		stand_up|69;dead|55;intro_1|60;wedakness|40	2		1	2	0.3	1	1		1				2	1.25	1		1.5	0																															
9365	翼蛇	mod_yishe	1					神魔录任务用怪		2	1024	翼蛇	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12300;12301		intro_1|59	2		1	2	0.3	1					1	1	2	1		1	1	1																															
9366	火光兽	mod_huoguangshou	1					神魔录任务用怪		2	1041	火光兽	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	2		1	2	0.3	1		1		1			2	1		1	0	2																															
9367	朱雀斥候	mod_zhuquechihou	1					神魔录任务用怪		2	1040	朱雀斥候	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				13100;13101;13102		stand_up|78;dead|65;intro_1|97;wedakness|36	2		1	2	0.3	1	1				1		2	1	1		1	1																															
9368	恶魔	mod_emo	1					神魔录任务用怪		2	1007	恶魔	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				11200;11201;11202		intro_1|64;intro_2|73	2		1	2	0.3	1		1	0.5	0.5			2	1		1	1	1																															
9369	恶魔军官	mod_suijunjunguanemo	1					神魔录任务用怪	1.2	2	2002	恶魔军官	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13700;13701;13702;13703;13704;13705		intro_1|90	2		1	2	0.3	1	1		1				2	1	1		1	1																															
9370	青龙勇士	mod_qinglongshengtu	1					神魔录任务用怪		2	1011	青龙圣徒	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				11500;11501;11502		intro_1|100	2		1	2	0.3	1		1		1			2	1		1	0.75	1.25																															
9371	羽民战士	mod_yuminzhanshi	1					神魔录任务用怪		2	1010	羽民战士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				11400;11401;11402		intro_1|100;hit_out_1|10	2		1	2	0.3	1	1					1	2	1	1		1	1																															
9372	青龙圣徒	mod_qinglongshengtu	1					神魔录任务用怪		2	1011	青龙圣徒	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				11500;11501;11502		intro_1|100	2		1	2	0.3	1		1		1			2	1		1	0.75	1.25																															
9373	朱雀卫兵	mod_honglianwunv	1					神魔录任务用怪		2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	2		1	2	0.3	1		1.5				0.5	2	1		1	0.5	1.5																															
9374	魅魔	mod_meimo	1					神魔录任务用怪		2	1031	魅魔	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12500;12501;12502		intro_1|100	2		1	2	0.3	1		1			1		2	1		1	1	1																															
9375	伪装的魔化人	mod_mohuarenlei	1					神魔录任务用怪		2	1021	魔化人类	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13000;13001;13002		stand_up|64;dead|58;intro_1|74;wedakness|36	2		1	2	0.3	1	0.5		1			0.5	2	1.25	0.75		1	1																															
9401	朱雀杀手	mod_honglianwunv	1							2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame										2	1													4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	1	2	4	0.3	1		1.5				0.5	2	1		1	0.5	1.5																															
9402	朱雀杀手队长	mod_honglianwunv	1							2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame										2	1													4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	1	2	4	0.3	1		1.5				0.5	2	1		1	0.5	1.5																															
9403	山贼	mod_suijunshibing	1							2	1002	隋军士兵	1			1	1	ui_Head_Common_Blame										2	1													4		0	0.1				10800;10801;10802		intro_1|100;hit_out_1|10	1	1	2	4	0.3	1	1		1				2	1	1		1	1																															
9405	魔化人类	mod_mohuarenlei	1							2	1021	魔化人类	1			1	1	ui_Head_Common_Blame		变异魔物								2	1	4							1					4		0	0.1				13000;13001;13002		stand_up|64;dead|58;intro_1|74;wedakness|36	1	1	2	4	0.3	1	0.5		1			0.5	2	1.25	0.75		1	1																															
9406	翼蛇	mod_lingshou	1							2	5001	灵兽	501			1	1	ui_Head_Common_Blame		变异魔物								2	1	4							1					4		0	0.1				50011;50012;50013;50014;50015			1	1	2	4	0.3	1					1	1	2	1	1		1	1																															
9414	火光兽	mod_huoguangshou	1					朱雀国入村的变异红鼠p_9156_dahongshuM		2	1041	火光兽	1			1	1	ui_Head_Common_Blame	5253|2			1						2	1													5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	1	1	1	2	0.3	1		1		1			2	1		1	0	2																															
9415	魔化采薇	mod_honglianwunv	1							2	1004	红莲女巫	1			1	1	ui_Head_Common_Blame				1						2	1	1												4		0	0.1				10900;10901;10902;10903		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1		1.5				0.5	2	1		1	0.5	1.5																															
9416	朱雀卫兵	mod_zhuquechihou	1					流火守卫		2	1040	朱雀斥候	1			1	1	ui_Head_Common_Blame				1						2	1													5		0	0.1				13100;13101;13102		stand_up|78;dead|65;intro_1|97;wedakness|36	1	1	1	2	0.3	1	1				1		2	1	1		1	1																															
9417	朱雀帝	mod_zhuquedi	1						1.2	2	3007	朱雀帝	1			1	1	ui_Head_Common_Blame				1						2	1													5		0	0.1	1			21600;21601;21602;21603;21604;21605;21606		intro_1|47	1	1	1	2	0.3	1		1.5			0.5		2	0.75		1.5	0.75	0.75																															
9418	蚩尤甲士	mod_chiyouzujiashi	1					p_9160_chiyoujiashiM		2	1037	蚩尤甲士	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				12700;12701;12702		stand_up|69;dead|55;intro_1|60;wedakness|40	1	1	1	2	0.3	1	1		1				2	1.25	1		1.5	0																															
9419	山贼	mod_menpaidizi	1					p_9160_chiyoujiashiM		2	1029	门派男弟子	0			1	1	ui_Head_Common_Blame	5272|2			1						2	1													5		0	0.1				14000			1	1	1	2	0.3	1	2						2	1	1		1	1																															
9420	刺客	mod_tanzimengmianren	1					p_9160_chiyoujiashiM		2	1038	探子蒙面人	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													5		0	0.1				12600;12601;12602;12603			1	1	1	2	0.3	1	1						1	1	1		1	1																															
9421	刑天	mod_baihuyongshi	1					p_9160_chiyoujiashiM		2	1001	白虎勇士	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				10700;10702;10701		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	1		1				2	1	1		2	0																															
9422	炎帝禁卫	mod_baihuzhanshi	1					p_9160_chiyoujiashiM		2	1000	白虎监工	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				10600;10601;10602		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	1.5				0.5		2	1	1		1	1																															
9423	三皇殿守卫	mod_chiyouzujiashi	1					p_9160_chiyoujiashiM		2	1037	蚩尤甲士	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				12700;12701;12702		stand_up|69;dead|55;intro_1|60;wedakness|40	1	1	1	2	0.3	1	1		1				2	1.25	1		1.5	0																															
9424	朱雀族亲兵	mod_zhuquechihou	1					p_9160_chiyoujiashiM		2	1040	朱雀斥候	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													5		0	0.1				13100;13101;13102		stand_up|78;dead|65;intro_1|97;wedakness|36	1	1	1	2	0.3	1	1				1		2	1	1		1	1																															
9425	白虎族亲兵	mod_baihucike	1					p_9160_chiyoujiashiM		2	1008	白虎刺客	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				11100;11101;11102;11103;11104		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	0.5				1.5		2	0.75	1.5		1	0.5																															
9426	玄武族亲兵	mod_qinglongshengtu	1					p_9160_chiyoujiashiM		2	1011	青龙圣徒	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				11500;11501;11502		intro_1|100	1	1	1	2	0.3	1		1		1			2	1		1	0.75	1.25																															
9427	青龙族亲兵	mod_qinglongyongshi	1					p_9160_chiyoujiashiM		2	1009	青龙勇士	1			1	1	ui_Head_Common_Blame	5272|2			1						2	1													4		0	0.1				11300;11301;11302		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	1		1				2	1	1		1	1																															
9500	敌对族长	mod_zhuoluchengshibing	1								1032	逐鹿城士兵	1		6	1	1	ui_Head_Common_Blame				1						2	0	1												5	1	0	0.1	2			10800;10801;10802		intro_1|100	1	1	1	2	0.3	1					1	1					1	1																															
9501	捣乱的妖怪	mod_huoguangshou	1					氏族任务收集木材怪		2	1041	火光兽	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	1	1	1	2	0.3	1		1		1			2	1		1	0	2																															
9502	捣乱的妖怪	mod_yishe	1					氏族任务收集木材怪		2	1024	翼蛇	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12300;12301		intro_1|59	1	1	1	2	0.3	1					1	1	2	1		1	1	1																															
9503	捣乱的妖怪	mod_yuanhun	1					氏族任务收集木材怪		2	1023	冤魂	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12800;12801;12802		stand_up|73;dead|59;intro_1|86;wedakness|33	1	1	1	2	0.3	1					1	1	2	1		1	1	1																															
9504	捣乱的妖怪	mod_xiannv	1					氏族任务收集石材怪		2	1039	仙女	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				14100;14101		stand_up|36;dead|50;intro_1|51;wedakness|39	1	1	1	2	0.3	1		1.5				0.5	2	1		1	1	1																															
9505	捣乱的妖怪	mod_meimo	1					氏族任务收集石材怪		2	1031	魅魔	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12500;12501;12502		intro_1|100	1	1	1	2	0.3	1		1			1		2	1		1	1	1																															
9506	捣乱的妖怪	mod_baihuyongshi	1					氏族任务收集石材怪		2	1001	白虎勇士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10700;10702;10701		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	1		1				2	1	1		2	0																															
9507	捣乱的妖怪	mod_qinglongshengtu	1					氏族任务修理建筑怪		2	1011	青龙圣徒	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				11500;11501;11502		intro_1|100	1	1	1	2	0.3	1		1		1			2	1		1	0.75	1.25																															
9508	捣乱的妖怪	mod_baihuzhanshi	1					氏族任务修理建筑怪		2	1000	白虎监工	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10600;10601;10602		intro_1|100;hit_out_1|10	1	1	1	2	0.3	1	1.5				0.5		2	1	1		1	1																															
9509	捣乱的妖怪	mod_chiyouzuzhanshi	1					氏族任务修理建筑怪		2	1042	蚩尤族战士	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				13200;13201;13202		stand_up|69;dead|55;intro_1|61;wedakness|40	1	1	1	2	0.3	1	1			1			2	1.25	1		1.5	0.2																															
9510	恶魔	mod_emo	1					氏族任务妖魔之气怪		2	1007	恶魔	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				11200;11201;11202		intro_1|64;intro_2|73	1	1	1	2	0.3	1		1	0.5	0.5			2	1		1	1	1																															
9511	魅魔	mod_meimo	1					氏族任务妖魔之气怪		2	1031	魅魔	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12500;12501;12502		intro_1|100	1	1	1	2	0.3	1		1			1		2	1		1	1	1																															
9512	恶魔军官	mod_suijunjunguanemo	1					氏族任务妖魔之气怪	1.2	2	2002	恶魔军官	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				13700;13701;13702;13703;13704;13705		intro_1|90	1	1	1	2	0.3	1	1		1				2	1	1		1	1																															
9513	暴躁的灵兽	mod_lang	1					氏族任务安抚灵兽怪		2	1018	狼	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				10500;10501;10502			1	1	1	2	0.3	1	1		0.5	0.5			2	1	1		1	1																															
9514	暴躁的灵兽	mod_yishe	1					氏族任务安抚灵兽怪		2	1024	翼蛇	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												4		0	0.1				12300;12301		intro_1|59	1	1	1	2	0.3	1					1	1	2	1		1	1	1																															
9515	暴躁的灵兽	mod_huoguangshou	1					氏族任务安抚灵兽怪		2	1041	火光兽	1			1	1	ui_Head_Common_Blame			$name·个人	1						2	1	1												5		0	0.1				12900;12091;12902		stand_up|39;dead|60;intro_1|43;wedakness|39	1	1	1	2	0.3	1		1		1			2	1		1	0	2																															
