注灵ID	注灵类型	法宝ID	备注	境界等级	需要角色等级	注灵材料	位置参数	前置注灵ID	力量	智慧	根骨	体魄	敏捷	身法	生命值	物理攻击	法术攻击	治疗强度	物理防御	法术防御	额外伤害	伤害减免	暴击等级	暴击伤害等级	暴击防御等级	暴击伤害减免等级	命中等级	回避等级	招架等级	物理穿透等级	法术穿透等级	全属性抗性	金抗性	木抗性	水抗性	火抗性	土抗性	金伤害	木伤害	水伤害	火伤害	土伤害
40583	1	405	伏羲琴	8	50	1901;40,1902;2	6	40582				12																														
40584	1	405	伏羲琴	8	50	1901;40,1902;2	7	40583						12																												
40585	1	405	伏羲琴	8	50	1901;40,1902;2	9	40584		12																																
40586	1	405	伏羲琴	8	50	1901;40,1902;2	11	40585				12																														
40587	1	405	伏羲琴	8	50	1901;40,1902;2	12	40586			12																															
40588	1	405	伏羲琴	8	50	1901;40,1902;2	14	40587				12																														
41581	2	405	伏羲琴	8	50	1903;7	16	40583															23								23											
41582	2	405	伏羲琴	8	50	1903;7	17	40584																				23														
41583	2	405	伏羲琴	8	50	1903;7	18	40586																45	23																	
41584	2	405	伏羲琴	8	50	1903;7	20	40587				15																														
40591	1	405	伏羲琴	9	50	1901;40,1902;3	3					13																														
40592	1	405	伏羲琴	9	50	1901;40,1902;3	4	40591		13																																
40593	1	405	伏羲琴	9	50	1901;40,1902;3	6	40592				13																														
40594	1	405	伏羲琴	9	50	1901;40,1902;3	7	40593		13																																
40595	1	405	伏羲琴	9	50	1901;40,1902;3	9	40594				13																														
40596	1	405	伏羲琴	9	50	1901;40,1902;3	11	40595					13																													
40597	1	405	伏羲琴	9	50	1901;40,1902;3	12	40596				13																														
40598	1	405	伏羲琴	9	50	1901;40,1902;3	14	40597						13																												
41591	2	405	伏羲琴	9	50	1903;7	16	40595															23	45																		
41592	2	405	伏羲琴	9	50	1903;7	17	40596																				23														
41593	2	405	伏羲琴	9	50	1903;7	18	40597																45				23														
41594	2	405	伏羲琴	9	50	1903;7	20	40598									15						23																			
