id	名称	类型	子类型	装备子类型	检索值	品质	使用等级	装备等级	职业	图标	叠加数量	是否绑定	绑定类型	不可出售	出售价格	耐久度	装备生成类型	分解产物	是否可以重铸	重铸材料1	重铸材料2	重铸银贝数量	是否可以洗炼	凝炼材料1	凝炼材料2	凝炼银贝数量	是否可炼化	物理攻击	法术攻击	物理防御	法术防御	生命值	治疗强度	暴击等级	命中等级	物理穿透等级	法术穿透等级	回避等级	招架等级	暴击防御等级	移动速度加成	基础属性随机范围	定制属性库id	定制属性随机范围	随机属性库id	随机属性条目	随机属性等级	随机属性范围	特效库1id	特效库1几率	特效库2id	特效库2几率	特技1id	特技1几率	特技2id	特技2几率	强化值	觉醒值	觉醒材料	觉醒属性加成	描述	获取途径
26014	70裤子·紫·天剑	4	5	1	51	4	70	70	1	hard_ku1	1							27193	1	1102|12		20000	1	1151|12		30000	1			286	191				15							0.85,1.15	26014	0.47,0.63	130	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26015	70鞋子·紫·天剑	4	6	1	61	4	70	70	1	hard_xie1	1							27193	1	1102|12		20000	1	1151|12		30000	1			120	120								39		2	0.85,1.15	26015	0.47,0.63	130	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26021	70头盔·紫·墨家	4	2	2	22	4	72	70	2	hard_tou1	1							27193	1	1102|12		20000	1	1151|12		30000	1			195				10						20		0.85,1.15	26021	0.47,0.63	131	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26022	70胸甲·紫·墨家	4	3	2	32	4	70	70	2	hard_xiong1	1							27193	1	1102|12		20000	1	1151|12		30000	1			278	159			10								0.85,1.15	26022	0.47,0.63	131	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26023	70手套·紫·墨家	4	4	2	42	4	72	70	2	hard_hand1	1							27193	1	1102|12		20000	1	1151|12		30000	1			167						20						0.85,1.15	26023	0.47,0.63	131	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26024	70裤子·紫·墨家	4	5	2	52	4	70	70	2	hard_ku1	1							27193	1	1102|12		20000	1	1151|12		30000	1			167	143			20								0.85,1.15	26024	0.47,0.63	131	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26025	70鞋子·紫·墨家	4	6	2	62	4	70	70	2	hard_xie1	1							27193	1	1102|12		20000	1	1151|12		30000	1				120			15							2	0.85,1.15	26025	0.47,0.63	131	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26031	70头盔·紫·鬼谷	4	2	3	23	4	72	70	3	soft_tou1	1							27193	1	1102|12		20000	1	1151|12		30000	1			159										29		0.85,1.15	26031	0.47,0.63	132	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26032	70胸甲·紫·鬼谷	4	3	3	33	4	70	70	3	soft_xiong1	1							27193	1	1102|12		20000	1	1151|12		30000	1			239	318							20				0.85,1.15	26032	0.47,0.63	132	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26033	70手套·紫·鬼谷	4	4	3	43	4	72	70	3	soft_hand1	1							27193	1	1102|12		20000	1	1151|12		30000	1			199								20				0.85,1.15	26033	0.47,0.63	132	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26034	70裤子·紫·鬼谷	4	5	3	53	4	70	70	3	soft_ku1	1							27193	1	1102|12		20000	1	1151|12		30000	1			159	318									29		0.85,1.15	26034	0.47,0.63	132	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26035	70鞋子·紫·鬼谷	4	6	3	63	4	70	70	3	soft_xie1	1							27193	1	1102|12		20000	1	1151|12		30000	1				159							20			2	0.85,1.15	26035	0.47,0.63	132	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26041	70头盔·紫·七曜	4	2	4	24	4	72	70	4	soft_tou1	1							27193	1	1102|12		20000	1	1151|12		30000	1			80										29		0.85,1.15	26041	0.47,0.63	133	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26042	70胸甲·紫·七曜	4	3	4	34	4	70	70	4	soft_xiong1	1							27193	1	1102|12		20000	1	1151|12		30000	1			159	358				15							0.85,1.15	26042	0.47,0.63	133	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26043	70手套·紫·七曜	4	4	4	44	4	72	70	4	soft_hand1	1							27193	1	1102|12		20000	1	1151|12		30000	1			100							20					0.85,1.15	26043	0.47,0.63	133	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26044	70裤子·紫·七曜	4	5	4	54	4	70	70	4	soft_ku1	1							27193	1	1102|12		20000	1	1151|12		30000	1			100	318				20							0.85,1.15	26044	0.47,0.63	133	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26045	70鞋子·紫·七曜	4	6	4	64	4	70	70	4	soft_xie1	1							27193	1	1102|12		20000	1	1151|12		30000	1				159						20				2	0.85,1.15	26045	0.47,0.63	133	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26081	70物攻项链·紫	4	7	0	70	4	72	70	-1	xianglian1	1							27193	1	1102|12		20000	1	1151|12		30000	1					945		29								0.85,1.15	26081	0.47,0.63	107	1:70,2:28,3:2	70	0.47,0.63	95	0	103	10					20					
26082	70法攻项链·紫	4	7	0	70	4	72	70	-1	xianglian1	1							27193	1	1102|12		20000	1	1151|12		30000	1					945		29								0.85,1.15	26082	0.47,0.63	108	1:70,2:28,3:2	70	0.47,0.63	93	0	104	10					20					
26083	70物攻戒指·紫	4	8	1	81	4	75	70	-1	ring1	1							27193	1	1102|12		20000	1	1151|12		30000	1	65							29							0.85,1.15	26083	0.47,0.63	109	1:70,2:28,3:2	70	0.47,0.63	97	0	105	10					20					
26084	70法攻戒指·紫	4	8	2	82	4	75	70	-1	ring1	1							27193	1	1102|12		20000	1	1151|12		30000	1		65						29							0.85,1.15	26084	0.47,0.63	110	1:70,2:28,3:2	70	0.47,0.63	96	0	104	10					20					
26085	70物攻饰品·紫	4	9	1	91	4	75	70	-1	shipin1	1							27193	1	1102|12		20000	1	1151|12		30000	1					945				34						0.85,1.15	26085	0.47,0.63	111	1:70,2:28,3:2	70	0.47,0.63	97	0	105	10					20					
26086	70法攻饰品·紫	4	9	2	92	4	75	70	-1	shipin1	1							27193	1	1102|12		20000	1	1151|12		30000	1					945					34					0.85,1.15	26086	0.47,0.63	112	1:70,2:28,3:2	70	0.47,0.63	96	0	104	10					20					
27001	70级剑·橙	4	1	1	11	5	70	70	1	tianjian1	1							27203	1	1102|15		20000	1	1151|15		30000	1	398							77							0.85,1.15	27001	0.63,0.85	201	1:70,2:28,3:2	70	0.63,0.85	121	10	129	15					20					
27002	70级短剑·橙	4	1	2	12	5	70	70	2	mojia1	1							27203	1	1102|15		20000	1	1151|15		30000	1	508						68								0.85,1.15	27002	0.63,0.85	202	1:70,2:28,3:2	70	0.63,0.85	121	10	129	15					20					
27003	70级法器·橙	4	1	3	13	5	70	70	3	guigu1	1							27203	1	1102|15		20000	1	1151|15		30000	1		442				398		77							0.85,1.15	27003	0.63,0.85	203	1:70,2:28,3:2	70	0.63,0.85	123	10	130	15					20					
27004	70级环·橙	4	1	4	14	5	70	70	4		1							27203	1	1102|15		20000	1	1151|15		30000	1		574					77								0.85,1.15	27004	0.63,0.85	204	1:70,2:28,3:2	70	0.63,0.85	122	10	130	15					20					
27005	70级弓·橙	4	1	5	15	5	70	70	5		1							27203	1	1102|15		20000	1	1151|15		30000	1	442								68						0.85,1.15	27005	0.63,0.85	205	1:70,2:28,3:2	70	0.63,0.85	121	10	129	15					20					
27006	70级枪·橙	4	1	6	16	5	70	70	6		1							27203	1	1102|15		20000	1	1151|15		30000	1	442								68						0.85,1.15	27006	0.63,0.85	206	1:70,2:28,3:2	70	0.63,0.85	121	10	129	15					20					
27011	70头盔·橙·天剑	4	2	1	21	5	72	70	1	hard_tou1	1							27203	1	1102|15		20000	1	1151|15		30000	1			335	144								77			0.85,1.15	27011	0.63,0.85	230	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27012	70胸甲·橙·天剑	4	3	1	31	5	70	70	1	hard_xiong1	1							27203	1	1102|15		20000	1	1151|15		30000	1			516	239											0.85,1.15	27012	0.63,0.85	230	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27013	70手套·橙·天剑	4	4	1	41	5	72	70	1	hard_hand1	1							27203	1	1102|15		20000	1	1151|15		30000	1			344	144								77			0.85,1.15	27013	0.63,0.85	230	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27014	70裤子·橙·天剑	4	5	1	51	5	70	70	1	hard_ku1	1							27203	1	1102|15		20000	1	1151|15		30000	1			344	230				29							0.85,1.15	27014	0.63,0.85	230	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27015	70鞋子·橙·天剑	4	6	1	61	5	70	70	1	hard_xie1	1							27203	1	1102|15		20000	1	1151|15		30000	1			144	144								77		4	0.85,1.15	27015	0.63,0.85	230	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27021	70头盔·橙·墨家	4	2	2	22	5	72	70	2	hard_tou1	1							27203	1	1102|15		20000	1	1151|15		30000	1			234				20						39		0.85,1.15	27021	0.63,0.85	231	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27022	70胸甲·橙·墨家	4	3	2	32	5	70	70	2	hard_xiong1	1							27203	1	1102|15		20000	1	1151|15		30000	1			335	191			20								0.85,1.15	27022	0.63,0.85	231	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27023	70手套·橙·墨家	4	4	2	42	5	72	70	2	hard_hand1	1							27203	1	1102|15		20000	1	1151|15		30000	1			201						39						0.85,1.15	27023	0.63,0.85	231	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27024	70裤子·橙·墨家	4	5	2	52	5	70	70	2	hard_ku1	1							27203	1	1102|15		20000	1	1151|15		30000	1			201	172			39								0.85,1.15	27024	0.63,0.85	231	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27025	70鞋子·橙·墨家	4	6	2	62	5	70	70	2	hard_xie1	1							27203	1	1102|15		20000	1	1151|15		30000	1				144			29							4	0.85,1.15	27025	0.63,0.85	231	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27031	70头盔·橙·鬼谷	4	2	3	23	5	72	70	3	soft_tou1	1							27203	1	1102|15		20000	1	1151|15		30000	1			191										58		0.85,1.15	27031	0.63,0.85	232	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27032	70胸甲·橙·鬼谷	4	3	3	33	5	70	70	3	soft_xiong1	1							27203	1	1102|15		20000	1	1151|15		30000	1			287	382							39				0.85,1.15	27032	0.63,0.85	232	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27033	70手套·橙·鬼谷	4	4	3	43	5	72	70	3	soft_hand1	1							27203	1	1102|15		20000	1	1151|15		30000	1			239								39				0.85,1.15	27033	0.63,0.85	232	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27034	70裤子·橙·鬼谷	4	5	3	53	5	70	70	3	soft_ku1	1							27203	1	1102|15		20000	1	1151|15		30000	1			191	382									58		0.85,1.15	27034	0.63,0.85	232	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27035	70鞋子·橙·鬼谷	4	6	3	63	5	70	70	3	soft_xie1	1							27203	1	1102|15		20000	1	1151|15		30000	1				191							39			4	0.85,1.15	27035	0.63,0.85	232	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27041	70头盔·橙·七曜	4	2	4	24	5	72	70	4	soft_tou1	1							27203	1	1102|15		20000	1	1151|15		30000	1			96										58		0.85,1.15	27041	0.63,0.85	233	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27042	70胸甲·橙·七曜	4	3	4	34	5	70	70	4	soft_xiong1	1							27203	1	1102|15		20000	1	1151|15		30000	1			191	430				29							0.85,1.15	27042	0.63,0.85	233	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27043	70手套·橙·七曜	4	4	4	44	5	72	70	4	soft_hand1	1							27203	1	1102|15		20000	1	1151|15		30000	1			120							39					0.85,1.15	27043	0.63,0.85	233	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27044	70裤子·橙·七曜	4	5	4	54	5	70	70	4	soft_ku1	1							27203	1	1102|15		20000	1	1151|15		30000	1			120	382				39							0.85,1.15	27044	0.63,0.85	233	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27045	70鞋子·橙·七曜	4	6	4	64	5	70	70	4	soft_xie1	1							27203	1	1102|15		20000	1	1151|15		30000	1				191						39				4	0.85,1.15	27045	0.63,0.85	233	1:70,2:28,3:2	70	0.63,0.85	124	10	132	15					20					
27081	70物攻项链·橙	4	7	0	70	5	72	70	-1	xianglian1	1							27203	1	1102|15		20000	1	1151|15		30000	1					1137		58								0.85,1.15	27081	0.63,0.85	207	1:70,2:28,3:2	70	0.63,0.85	125	10	133	15					20					
27082	70法攻项链·橙	4	7	0	70	5	72	70	-1	xianglian1	1							27203	1	1102|15		20000	1	1151|15		30000	1					1137		58								0.85,1.15	27082	0.63,0.85	208	1:70,2:28,3:2	70	0.63,0.85	126	10	134	15					20					
27083	70物攻戒指·橙	4	8	1	81	5	75	70	-1	ring1	1							27203	1	1102|15		20000	1	1151|15		30000	1	78							58							0.85,1.15	27083	0.63,0.85	209	1:70,2:28,3:2	70	0.63,0.85	127	10	135	15					20					
27084	70法攻戒指·橙	4	8	2	82	5	75	70	-1	ring1	1							27203	1	1102|15		20000	1	1151|15		30000	1		78						58							0.85,1.15	27084	0.63,0.85	210	1:70,2:28,3:2	70	0.63,0.85	126	10	134	15					20					
27085	70物攻饰品·橙	4	9	1	91	5	75	70	-1	shipin1	1							27203	1	1102|15		20000	1	1151|15		30000	1					1137				68						0.85,1.15	27085	0.63,0.85	211	1:70,2:28,3:2	70	0.63,0.85	127	10	135	15					20					
27086	70法攻饰品·橙	4	9	2	92	5	75	70	-1	shipin1	1							27203	1	1102|15		20000	1	1151|15		30000	1					1137					68					0.85,1.15	27086	0.63,0.85	212	1:70,2:28,3:2	70	0.63,0.85	126	10	134	15					20					
28001	70级剑·红	4	1	1	11	6	70	70	1	tianjian1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1	479							110							0.85,1.15	28001	0.85,1.15	201	1:30,2:50,3:20	70	0.85,1.15	151	20	159	25					20					
28002	70级短剑·红	4	1	2	12	6	70	70	2	mojia1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1	611						96								0.85,1.15	28002	0.85,1.15	202	1:30,2:50,3:20	70	0.85,1.15	151	20	159	25					20					
28003	70级法器·红	4	1	3	13	6	70	70	3	guigu1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1		532				479		110							0.85,1.15	28003	0.85,1.15	203	1:30,2:50,3:20	70	0.85,1.15	153	20	160	25					20					
28004	70级环·红	4	1	4	14	6	70	70	4		1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1		691					110								0.85,1.15	28004	0.85,1.15	204	1:30,2:50,3:20	70	0.85,1.15	152	20	160	25					20					
28005	70级弓·红	4	1	5	15	6	70	70	5		1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1	532								96						0.85,1.15	28005	0.85,1.15	205	1:30,2:50,3:20	70	0.85,1.15	151	20	159	25					20					
28006	70级枪·红	4	1	6	16	6	70	70	6		1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1	532								96						0.85,1.15	28006	0.85,1.15	206	1:30,2:50,3:20	70	0.85,1.15	151	20	159	25					20					
28011	70头盔·红·天剑	4	2	1	21	6	72	70	1	hard_tou1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			403	173								110			0.85,1.15	28011	0.85,1.15	230	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28012	70胸甲·红·天剑	4	3	1	31	6	70	70	1	hard_xiong1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			621	288											0.85,1.15	28012	0.85,1.15	230	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28013	70手套·红·天剑	4	4	1	41	6	72	70	1	hard_hand1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			414	173								110			0.85,1.15	28013	0.85,1.15	230	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28014	70裤子·红·天剑	4	5	1	51	6	70	70	1	hard_ku1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			414	276				42							0.85,1.15	28014	0.85,1.15	230	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28015	70鞋子·红·天剑	4	6	1	61	6	70	70	1	hard_xie1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			173	173								110		5	0.85,1.15	28015	0.85,1.15	230	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28021	70头盔·红·墨家	4	2	2	22	6	72	70	2	hard_tou1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			282				28						55		0.85,1.15	28021	0.85,1.15	231	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28022	70胸甲·红·墨家	4	3	2	32	6	70	70	2	hard_xiong1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			403	230			28								0.85,1.15	28022	0.85,1.15	231	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28023	70手套·红·墨家	4	4	2	42	6	72	70	2	hard_hand1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			242						55						0.85,1.15	28023	0.85,1.15	231	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28024	70裤子·红·墨家	4	5	2	52	6	70	70	2	hard_ku1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			242	207			55								0.85,1.15	28024	0.85,1.15	231	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28025	70鞋子·红·墨家	4	6	2	62	6	70	70	2	hard_xie1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1				173			42							5	0.85,1.15	28025	0.85,1.15	231	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28031	70头盔·红·鬼谷	4	2	3	23	6	72	70	3	soft_tou1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			230										83		0.85,1.15	28031	0.85,1.15	232	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28032	70胸甲·红·鬼谷	4	3	3	33	6	70	70	3	soft_xiong1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			345	460							55				0.85,1.15	28032	0.85,1.15	232	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28033	70手套·红·鬼谷	4	4	3	43	6	72	70	3	soft_hand1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			288								55				0.85,1.15	28033	0.85,1.15	232	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28034	70裤子·红·鬼谷	4	5	3	53	6	70	70	3	soft_ku1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			230	460									83		0.85,1.15	28034	0.85,1.15	232	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28035	70鞋子·红·鬼谷	4	6	3	63	6	70	70	3	soft_xie1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1				230							55			5	0.85,1.15	28035	0.85,1.15	232	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28041	70头盔·红·七曜	4	2	4	24	6	72	70	4	soft_tou1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			115										83		0.85,1.15	28041	0.85,1.15	233	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28042	70胸甲·红·七曜	4	3	4	34	6	70	70	4	soft_xiong1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			230	518				42							0.85,1.15	28042	0.85,1.15	233	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28043	70手套·红·七曜	4	4	4	44	6	72	70	4	soft_hand1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			144							55					0.85,1.15	28043	0.85,1.15	233	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28044	70裤子·红·七曜	4	5	4	54	6	70	70	4	soft_ku1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1			144	460				55							0.85,1.15	28044	0.85,1.15	233	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28045	70鞋子·红·七曜	4	6	4	64	6	70	70	4	soft_xie1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1				230						55				5	0.85,1.15	28045	0.85,1.15	233	1:30,2:50,3:20	70	0.85,1.15	154	20	162	25					20					
28081	70物攻项链·红	4	7	0	70	6	72	70	-1	xianglian1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1					1370		83								0.85,1.15	28081	0.85,1.15	207	1:30,2:50,3:20	70	0.85,1.15	155	20	163	25					20					
28082	70法攻项链·红	4	7	0	70	6	72	70	-1	xianglian1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1					1370		83								0.85,1.15	28082	0.85,1.15	208	1:30,2:50,3:20	70	0.85,1.15	156	20	164	25					20					
28083	70物攻戒指·红	4	8	1	81	6	75	70	-1	ring1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1	94							83							0.85,1.15	28083	0.85,1.15	209	1:30,2:50,3:20	70	0.85,1.15	157	20	165	25					20					
28084	70法攻戒指·红	4	8	2	82	6	75	70	-1	ring1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1		94						83							0.85,1.15	28084	0.85,1.15	210	1:30,2:50,3:20	70	0.85,1.15	156	20	164	25					20					
28085	70物攻饰品·红	4	9	1	91	6	75	70	-1	shipin1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1					1370				96						0.85,1.15	28085	0.85,1.15	211	1:30,2:50,3:20	70	0.85,1.15	157	20	165	25					20					
28086	70法攻饰品·红	4	9	2	92	6	75	70	-1	shipin1	1							27213	1	1102|15	1103|2	20000	1	1151|18		30000	1					1370					96					0.85,1.15	28086	0.85,1.15	212	1:30,2:50,3:20	70	0.85,1.15	156	20	164	25					20					
